,Dance,Folk,Country,Classical music,Musical,Pop,Rock,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Entertainment spending,Clusters
703,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,0
704,4.0,2.0,1.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,2.0,5.0,0
705,5.0,1.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4
706,4.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,5.0,0
707,2.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1
708,2.0,1.0,1.0,2.0,3.0,5.0,3.0,5.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,3
709,3.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,5.0,4
710,4.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,3
711,3.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0,0
712,2.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,5
713,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,4
714,5.0,3.0,3.0,1.0,3.0,3.0,5.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,0
715,2.0,3.0,3.0,3.0,4.0,2.0,5.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,0
716,2.0,4.0,5.0,5.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,3
717,1.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,1
719,3.0,1.0,3.0,3.0,1.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3
720,4.0,2.0,1.0,5.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,1.0,4
721,3.0,5.0,1.0,5.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,2
722,3.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0,4
723,4.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,0
724,5.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,2.0,0
725,4.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,3.0,5.0,3
726,2.0,4.0,2.0,1.0,1.0,5.0,2.0,5.0,5.0,3.0,2.0,1.0,2.0,4.0,4.0,3
727,2.0,1.0,3.0,1.0,1.0,5.0,5.0,2.0,2.0,3.0,3.0,1.0,5.0,5.0,4.0,3
728,5.0,1.0,3.0,2.0,5.0,5.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,0
729,2.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4
730,1.0,2.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,3
731,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,4
732,2.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,0
733,3.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,5.0,1.0,3.0,2
734,3.0,4.0,5.0,5.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1
735,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1
736,5.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,4
737,3.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,2.0,2
739,3.0,3.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,2.0,5.0,2.0,3.0,3.0,5.0,0
740,5.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,0
741,3.0,5.0,1.0,5.0,3.0,3.0,3.0,1.0,2.0,5.0,4.0,4.0,4.0,1.0,4.0,2
742,1.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,5.0,5.0,4
743,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,4
747,4.0,3.0,1.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,2.0,5.0,3.0,3.0,2.0,4
748,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1
749,2.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,2.0,1
750,5.0,5.0,2.0,5.0,3.0,3.0,3.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,3.0,4
751,2.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2
752,5.0,2.0,1.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,3.0,0
753,3.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,5.0,5.0,3.0,1.0,5.0,2
754,2.0,1.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,3
755,2.0,2.0,3.0,3.0,3.0,3.0,5.0,1.0,4.0,4.0,5.0,2.0,3.0,1.0,3.0,0
757,5.0,3.0,3.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,4
758,4.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,3
759,5.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,4
760,5.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,0
761,3.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,2.0,5.0,3
762,4.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,1.0,3.0,5.0,1.0,3.0,5.0,3
763,3.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,3
764,3.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,5
765,2.0,1.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,3.0,4
766,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4
767,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,1
768,3.0,1.0,2.0,3.0,1.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3
769,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
770,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1
771,2.0,4.0,4.0,4.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,1
772,3.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,0
773,4.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,4
774,2.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,0
775,2.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,0
777,3.0,1.0,2.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
778,2.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,5
779,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,5.0,4
780,3.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,0
781,4.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,1.0,0
782,2.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,4
783,2.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,2
784,4.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,5.0,0
785,3.0,3.0,3.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,0
786,3.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,3.0,4
787,2.0,2.0,1.0,2.0,4.0,5.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,0
788,2.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,3.0,0
789,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,0
790,3.0,2.0,2.0,4.0,1.0,2.0,5.0,2.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0,3
791,3.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3
792,3.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,3
793,3.0,1.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,0
794,3.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5
795,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,0
796,3.0,2.0,2.0,4.0,3.0,5.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,0
797,5.0,1.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3
798,3.0,2.0,1.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0
799,1.0,2.0,3.0,4.0,5.0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2
800,4.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5
801,5.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,5.0,3.0,1.0,4.0,5.0,3
802,5.0,3.0,2.0,2.0,2.0,5.0,4.0,5.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,3
803,2.0,1.0,1.0,2.0,4.0,3.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,1
804,4.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,0
805,4.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,4
806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1
807,1.0,3.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1
808,3.0,1.0,2.0,3.0,2.0,5.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,3
809,4.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,3
810,2.0,3.0,4.0,5.0,5.0,1.0,5.0,1.0,3.0,4.0,5.0,4.0,2.0,1.0,5.0,2
811,2.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,2
812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1
813,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1
815,2.0,3.0,4.0,3.0,1.0,2.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,2.0,5.0,4
816,3.0,3.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4
817,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,1.0,1.0,4.0,0
818,3.0,3.0,1.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,1
819,3.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,5
820,2.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,4.0,4
821,2.0,2.0,2.0,5.0,4.0,4.0,5.0,1.0,3.0,4.0,5.0,5.0,2.0,1.0,4.0,2
822,3.0,1.0,1.0,2.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,1.0,5.0,0
823,3.0,2.0,2.0,3.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3
824,1.0,1.0,2.0,5.0,1.0,3.0,5.0,1.0,3.0,2.0,5.0,3.0,2.0,1.0,3.0,2
825,1.0,3.0,1.0,4.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,2
826,3.0,3.0,1.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,1.0,3.0,0
827,3.0,4.0,3.0,4.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,5.0,2.0,1.0,4.0,2
828,4.0,1.0,2.0,1.0,2.0,4.0,5.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,3
829,1.0,2.0,2.0,5.0,4.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,2
830,4.0,2.0,1.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,2.0,4.0,0
831,4.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,4
832,3.0,4.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0,2.0,2
833,2.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,5.0,3.0,5.0,2.0,2.0,5.0,2
834,4.0,3.0,2.0,4.0,4.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,1
835,3.0,2.0,2.0,2.0,3.0,5.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,0
836,2.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,1.0,1.0,5.0,0
837,4.0,3.0,2.0,5.0,3.0,2.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,1.0,5.0,4
838,4.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,0
839,4.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,0
840,2.0,3.0,3.0,1.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,0
841,4.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,3
842,4.0,2.0,1.0,3.0,3.0,4.0,5.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,0
843,4.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,0
844,2.0,5.0,4.0,5.0,5.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4
845,3.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,5
846,5.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,3
847,3.0,4.0,2.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,5.0,2
848,2.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,4.0,2.0,3.0,5.0,1.0,2.0,5.0,2
849,1.0,4.0,4.0,5.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,1
850,4.0,1.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,5
851,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,3
852,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3
853,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,5
854,4.0,2.0,1.0,1.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,5.0,3
855,5.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,0
856,3.0,2.0,1.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,0
857,4.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,1
859,4.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,0
860,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,5.0,5.0,0
861,3.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,4.0,2
862,4.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,0
863,3.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,5.0,2.0,1
864,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4
865,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,1
866,2.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,1.0,1.0,4.0,2
867,4.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,3.0,0
869,2.0,1.0,2.0,5.0,4.0,4.0,5.0,2.0,1.0,3.0,5.0,5.0,2.0,1.0,5.0,2
870,4.0,2.0,1.0,2.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3
871,3.0,2.0,1.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,5.0,4
872,2.0,3.0,1.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,2.0,5.0,1.0,4.0,4.0,3
873,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,0
874,5.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,0
876,3.0,1.0,2.0,3.0,1.0,4.0,1.0,5.0,5.0,4.0,4.0,1.0,3.0,3.0,4.0,3
877,1.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,4.0,5.0,5.0,2.0,1.0,4.0,2
878,2.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4
879,5.0,1.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,5.0,4.0,3
880,5.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,0
881,1.0,1.0,3.0,5.0,5.0,4.0,5.0,1.0,1.0,4.0,5.0,5.0,2.0,1.0,5.0,2
882,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,3
883,3.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,0
884,4.0,2.0,1.0,4.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,4
885,3.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,1.0,1.0,3.0,4.0,3
886,3.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,1
888,3.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,4.0,0
889,3.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,2.0,2.0,1.0,2
890,5.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,3
891,4.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,3
892,3.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,5.0,0
893,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3
894,3.0,1.0,1.0,2.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,4.0,2
896,2.0,3.0,4.0,3.0,4.0,2.0,5.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,5.0,2
897,2.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3
898,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,3.0,5.0,5.0,5.0,3.0,1.0,3.0,2
900,2.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,4.0,0
901,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1
902,1.0,2.0,2.0,3.0,1.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3
903,2.0,4.0,3.0,2.0,1.0,1.0,5.0,2.0,3.0,5.0,4.0,4.0,3.0,1.0,3.0,4
904,2.0,1.0,2.0,2.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0,3.0,5
905,4.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3
906,5.0,3.0,1.0,5.0,5.0,2.0,1.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4
907,4.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,5
908,3.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3
909,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,2.0,2.0,5.0,4
910,2.0,1.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,4
911,2.0,2.0,1.0,4.0,5.0,3.0,5.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,2.0,2
912,4.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3
913,4.0,4.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,4
914,2.0,3.0,1.0,5.0,3.0,3.0,5.0,2.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0,4
915,5.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,0
916,2.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,3.0,3.0,5.0,4.0,1.0,1.0,3.0,2
917,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2
919,3.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,4.0,4
920,3.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0,1.0,3.0,1.0,4.0,0
921,4.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3
922,5.0,1.0,1.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,3
923,2.0,2.0,1.0,5.0,2.0,4.0,4.0,3.0,1.0,4.0,5.0,5.0,2.0,3.0,3.0,4
924,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1
926,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,1
927,5.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,3
928,4.0,2.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,1.0,0
929,3.0,5.0,1.0,4.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,5.0,3.0,3.0,3.0,4
930,3.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,5
931,4.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3
932,4.0,2.0,2.0,1.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,5.0,3
933,2.0,2.0,3.0,5.0,4.0,3.0,4.0,1.0,4.0,5.0,5.0,4.0,3.0,1.0,4.0,2
934,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3
935,3.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5
